FIPS,State,County,"Fast-food restaurants/1,000 pop (% change), 2011-16","Full-service restaurants/1,000 pop (% change), 2011-16","Expenditures per capita, fast food, 2007*","Expenditures per capita, fast food, 2012*","Expenditures per capita, restaurants, 2007*","Expenditures per capita, restaurants, 2012*"
18155,IN,Switzerland,-0.347515732,-43.05572328,652.9673209,611.2947786,565.7680267,617.4356991
18157,IN,Tippecanoe,8.553289448,2.273347083,652.9673209,611.2947786,565.7680267,617.4356991
18159,IN,Tipton,30.41936123,25.20258678,652.9673209,611.2947786,565.7680267,617.4356991
18161,IN,Union,-30.29203869,4.561941964,652.9673209,611.2947786,565.7680267,617.4356991
18163,IN,Vanderburgh,5.063316823,12.44554566,652.9673209,611.2947786,565.7680267,617.4356991
18165,IN,Vermillion,-19.94533769,2.927422971,652.9673209,611.2947786,565.7680267,617.4356991
18167,IN,Vigo,-0.554528746,-7.088684038,652.9673209,611.2947786,565.7680267,617.4356991
18169,IN,Wabash,16.12983741,-2.206452711,652.9673209,611.2947786,565.7680267,617.4356991
18171,IN,Warren,0,-30.96811027,652.9673209,611.2947786,565.7680267,617.4356991
18173,IN,Warrick,32.25617877,-3.01213557,652.9673209,611.2947786,565.7680267,617.4356991
18175,IN,Washington,1.646965547,-6.823614915,652.9673209,611.2947786,565.7680267,617.4356991
18177,IN,Wayne,-5.349868019,17.78683091,652.9673209,611.2947786,565.7680267,617.4356991
18179,IN,Wells,-29.70081136,-0.409482759,652.9673209,611.2947786,565.7680267,617.4356991
18181,IN,White,-13.28243641,-2.230197917,652.9673209,611.2947786,565.7680267,617.4356991
18183,IN,Whitley,10.67972763,-15.7131305,652.9673209,611.2947786,565.7680267,617.4356991
19001,IA,Adair,7.631954351,7.631954351,489.0446171,479.4927804,476.7934104,534.9619956
19003,IA,Adams,-28.34589164,7.48116254,489.0446171,479.4927804,476.7934104,534.9619956
19005,IA,Allamakee,-18.04455981,17.07920027,489.0446171,479.4927804,476.7934104,534.9619956
19007,IA,Appanoose,-7.486596783,32.1620046,489.0446171,479.4927804,476.7934104,534.9619956
19009,IA,Audubon,,59.79591837,489.0446171,479.4927804,476.7934104,534.9619956
19011,IA,Benton,22.04984205,1.708201708,489.0446171,479.4927804,476.7934104,534.9619956
19013,IA,Black Hawk,3.938243997,0.874304832,489.0446171,479.4927804,476.7934104,534.9619956
19015,IA,Boone,-0.503425565,-26.68673463,489.0446171,479.4927804,476.7934104,534.9619956
19017,IA,Bremer,-1.64622337,-5.744297396,489.0446171,479.4927804,476.7934104,534.9619956
19019,IA,Buchanan,-13.01167158,15.98443789,489.0446171,479.4927804,476.7934104,534.9619956
19021,IA,Buena Vista,-19.94474048,-5.817341738,489.0446171,479.4927804,476.7934104,534.9619956
19023,IA,Butler,205.7601961,14.66007353,489.0446171,479.4927804,476.7934104,534.9619956
19025,IA,Calhoun,-31.54403511,36.91192979,489.0446171,479.4927804,476.7934104,534.9619956
19027,IA,Carroll,-10.40766474,-26.86339978,489.0446171,479.4927804,476.7934104,534.9619956
19029,IA,Cass,-7.172483561,-15.14984826,489.0446171,479.4927804,476.7934104,534.9619956
19031,IA,Cedar,-12.52376813,7.663054607,489.0446171,479.4927804,476.7934104,534.9619956
19033,IA,Cerro Gordo,-3.023407022,-8.779016684,489.0446171,479.4927804,476.7934104,534.9619956
19035,IA,Cherokee,35.60655409,-6.247320628,489.0446171,479.4927804,476.7934104,534.9619956
19037,IA,Chickasaw,71.32277764,-29.32935422,489.0446171,479.4927804,476.7934104,534.9619956
19039,IA,Clarke,-16.3884701,-56.99978462,489.0446171,479.4927804,476.7934104,534.9619956
19041,IA,Clay,-3.186757092,21.98468606,489.0446171,479.4927804,476.7934104,534.9619956
19043,IA,Clayton,-8.107893693,-12.48370828,489.0446171,479.4927804,476.7934104,534.9619956
19045,IA,Clinton,0.06774494,0.947461379,489.0446171,479.4927804,476.7934104,534.9619956
19047,IA,Crawford,51.65531815,-7.32175002,489.0446171,479.4927804,476.7934104,534.9619956
19049,IA,Dallas,10.24133357,2.452543699,489.0446171,479.4927804,476.7934104,534.9619956
19051,IA,Davis,-1.471744748,-43.69813986,489.0446171,479.4927804,476.7934104,534.9619956
19053,IA,Decatur,36.64802155,-48.75699192,489.0446171,479.4927804,476.7934104,534.9619956
19055,IA,Delaware,2.055706758,-13.64517121,489.0446171,479.4927804,476.7934104,534.9619956
19057,IA,Des Moines,14.56891693,-4.525902559,489.0446171,479.4927804,476.7934104,534.9619956
19059,IA,Dickinson,40.79413337,-7.802551375,489.0446171,479.4927804,476.7934104,534.9619956
19061,IA,Dubuque,3.751936556,-0.906313657,489.0446171,479.4927804,476.7934104,534.9619956
19063,IA,Emmet,26.34023854,31.60441515,489.0446171,479.4927804,476.7934104,534.9619956
19065,IA,Fayette,4.868407886,16.52045321,489.0446171,479.4927804,476.7934104,534.9619956
19067,IA,Floyd,-12.84045289,32.97418086,489.0446171,479.4927804,476.7934104,534.9619956
19069,IA,Franklin,74.68954248,-8.287990196,489.0446171,479.4927804,476.7934104,534.9619956
19071,IA,Fremont,41.26436782,-7.295258621,489.0446171,479.4927804,476.7934104,534.9619956
19073,IA,Greene,72.60517261,-17.14951715,489.0446171,479.4927804,476.7934104,534.9619956
19075,IA,Grundy,-49.25998211,-6.976633867,489.0446171,479.4927804,476.7934104,534.9619956
19077,IA,Guthrie,-23.54225352,-36.28521127,489.0446171,479.4927804,476.7934104,534.9619956
19079,IA,Hamilton,-38.5615894,2.397350993,489.0446171,479.4927804,476.7934104,534.9619956
19081,IA,Hancock,3.681263197,-9.278894703,489.0446171,479.4927804,476.7934104,534.9619956
19083,IA,Hardin,169.4429904,-34.62045087,489.0446171,479.4927804,476.7934104,534.9619956
19085,IA,Harrison,-16.06594656,-23.69631506,489.0446171,479.4927804,476.7934104,534.9619956
19087,IA,Henry,-8.036462805,43.05439119,489.0446171,479.4927804,476.7934104,534.9619956
19089,IA,Howard,54.38416739,-31.3848145,489.0446171,479.4927804,476.7934104,534.9619956
19091,IA,Humboldt,-41.37026545,2.602035463,489.0446171,479.4927804,476.7934104,534.9619956
19093,IA,Ida,-32.49964065,1.250539025,489.0446171,479.4927804,476.7934104,534.9619956
19095,IA,Iowa,-13.57072241,-6.922316438,489.0446171,479.4927804,476.7934104,534.9619956
19097,IA,Jackson,-12.80483313,10.20500258,489.0446171,479.4927804,476.7934104,534.9619956
19099,IA,Jasper,-22.82844539,-0.130929325,489.0446171,479.4927804,476.7934104,534.9619956
19101,IA,Jefferson,21.71582655,0.315241659,489.0446171,479.4927804,476.7934104,534.9619956
19103,IA,Johnson,8.99838965,-0.123668093,489.0446171,479.4927804,476.7934104,534.9619956
19105,IA,Jones,-27.34497645,-4.640281593,489.0446171,479.4927804,476.7934104,534.9619956
19107,IA,Keokuk,2.161737251,-31.89217517,489.0446171,479.4927804,476.7934104,534.9619956
19109,IA,Kossuth,30.77191757,-22.22062419,489.0446171,479.4927804,476.7934104,534.9619956
19111,IA,Lee,14.0484279,-5.17981413,489.0446171,479.4927804,476.7934104,534.9619956
19113,IA,Linn,1.960135828,13.01605417,489.0446171,479.4927804,476.7934104,534.9619956
19115,IA,Louisa,-23.75312835,-11.04531641,489.0446171,479.4927804,476.7934104,534.9619956
19117,IA,Lucas,3.658251519,-25.95839177,489.0446171,479.4927804,476.7934104,534.9619956
19119,IA,Lyon,32.23617238,-22.86223278,489.0446171,479.4927804,476.7934104,534.9619956
19121,IA,Madison,-40.22793466,24.52513613,489.0446171,479.4927804,476.7934104,534.9619956
19123,IA,Mahaska,-17.13541795,21.53472035,489.0446171,479.4927804,476.7934104,534.9619956
19125,IA,Marion,-4.67615916,37.96871701,489.0446171,479.4927804,476.7934104,534.9619956
19127,IA,Marshall,6.830535003,-20.68642098,489.0446171,479.4927804,476.7934104,534.9619956
19129,IA,Mills,99.78729061,33.19152708,489.0446171,479.4927804,476.7934104,534.9619956
19131,IA,Mitchell,0.422257671,25.52782209,489.0446171,479.4927804,476.7934104,534.9619956
19133,IA,Monona,4.955108535,-16.03591317,489.0446171,479.4927804,476.7934104,534.9619956
19135,IA,Monroe,2.623201324,15.45110149,489.0446171,479.4927804,476.7934104,534.9619956
19137,IA,Montgomery,-30.07039011,-23.71315284,489.0446171,479.4927804,476.7934104,534.9619956
19139,IA,Muscatine,12.98200634,39.56600783,489.0446171,479.4927804,476.7934104,534.9619956
19141,IA,O'Brien,12.34681417,-6.377654862,489.0446171,479.4927804,476.7934104,534.9619956
19143,IA,Osceola,3.763971072,-16.98882314,489.0446171,479.4927804,476.7934104,534.9619956
19145,IA,Page,3.573524617,-18.62080209,489.0446171,479.4927804,476.7934104,534.9619956
19147,IA,Palo Alto,3.395266534,3.395266534,489.0446171,479.4927804,476.7934104,534.9619956
19149,IA,Plymouth,21.13835777,-24.28852639,489.0446171,479.4927804,476.7934104,534.9619956
19151,IA,Pocahontas,57.75408879,31.46174065,489.0446171,479.4927804,476.7934104,534.9619956
19153,IA,Polk,5.141407701,1.784311124,489.0446171,479.4927804,476.7934104,534.9619956
19155,IA,Pottawattamie,4.436271396,-0.039569,489.0446171,479.4927804,476.7934104,534.9619956
19157,IA,Poweshiek,13.49989066,-6.198437469,489.0446171,479.4927804,476.7934104,534.9619956
19159,IA,Ringgold,203.6079375,51.80396873,489.0446171,479.4927804,476.7934104,534.9619956
19161,IA,Sac,-65.29503633,4.114891017,489.0446171,479.4927804,476.7934104,534.9619956
19163,IA,Scott,-8.625568973,-4.677291089,489.0446171,479.4927804,476.7934104,534.9619956
19165,IA,Shelby,2.690198766,-26.64985802,489.0446171,479.4927804,476.7934104,534.9619956
19167,IA,Sioux,-14.28758133,-6.495543263,489.0446171,479.4927804,476.7934104,534.9619956
19169,IA,Story,-0.700297471,-11.81593581,489.0446171,479.4927804,476.7934104,534.9619956
19171,IA,Tama,-41.42349879,21.14685478,489.0446171,479.4927804,476.7934104,534.9619956
19173,IA,Taylor,-100,-19.15343915,489.0446171,479.4927804,476.7934104,534.9619956
19175,IA,Union,-32.47780468,31.66828087,489.0446171,479.4927804,476.7934104,534.9619956
19177,IA,Van Buren,3.569951757,3.569951757,489.0446171,479.4927804,476.7934104,534.9619956
19179,IA,Wapello,13.66206038,23.39884527,489.0446171,479.4927804,476.7934104,534.9619956
19181,IA,Warren,-5.502300225,-9.797650215,489.0446171,479.4927804,476.7934104,534.9619956
19183,IA,Washington,12.78664797,15.1363698,489.0446171,479.4927804,476.7934104,534.9619956
19185,IA,Wayne,-100,-1.600124281,489.0446171,479.4927804,476.7934104,534.9619956
19187,IA,Webster,11.21027427,75.11844093,489.0446171,479.4927804,476.7934104,534.9619956
19189,IA,Winnebago,0.773511933,25.96688992,489.0446171,479.4927804,476.7934104,534.9619956
19191,IA,Winneshiek,47.29496091,-2.048850997,489.0446171,479.4927804,476.7934104,534.9619956
19193,IA,Woodbury,6.578389659,-4.676655801,489.0446171,479.4927804,476.7934104,534.9619956
19195,IA,Worth,-32.52173913,-42.16149068,489.0446171,479.4927804,476.7934104,534.9619956
19197,IA,Wright,30.71829856,1.669787765,489.0446171,479.4927804,476.7934104,534.9619956
20001,KS,Allen,-20.89625998,-10.75475485,610.8893781,608.8071732,529.137954,562.2985113
20003,KS,Anderson,3.135398004,3.135398004,610.8893781,608.8071732,529.137954,562.2985113
20005,KS,Atchison,-25.58036235,-6.200248376,610.8893781,608.8071732,529.137954,562.2985113
20007,KS,Barber,5.211448099,-12.32379325,610.8893781,608.8071732,529.137954,562.2985113
20009,KS,Barton,25.00225611,-8.086576387,610.8893781,608.8071732,529.137954,562.2985113
20011,KS,Bourbon,-6.652694475,-21.66659676,610.8893781,608.8071732,529.137954,562.2985113
20013,KS,Brown,-13.81456129,24.10703174,610.8893781,608.8071732,529.137954,562.2985113
20015,KS,Butler,28.39665106,-4.419366455,610.8893781,608.8071732,529.137954,562.2985113
20017,KS,Chase,,4.689863843,610.8893781,608.8071732,529.137954,562.2985113
20019,KS,Chautauqua,0,-64.46085672,610.8893781,608.8071732,529.137954,562.2985113
20021,KS,Cherokee,34.39798579,17.3315749,610.8893781,608.8071732,529.137954,562.2985113
20023,KS,Cheyenne,,34.43154873,610.8893781,608.8071732,529.137954,562.2985113
20025,KS,Clark,2.663438257,-65.77885391,610.8893781,608.8071732,529.137954,562.2985113
20027,KS,Clay,111.065726,-51.29252478,610.8893781,608.8071732,529.137954,562.2985113
20029,KS,Cloud,3.483516484,-13.76373626,610.8893781,608.8071732,529.137954,562.2985113
20031,KS,Coffey,-11.05354576,-11.05354576,610.8893781,608.8071732,529.137954,562.2985113
20033,KS,Comanche,0,-23.82495948,610.8893781,608.8071732,529.137954,562.2985113
20035,KS,Cowley,23.52163852,-19.46873567,610.8893781,608.8071732,529.137954,562.2985113
20037,KS,Crawford,-10.67341449,-12.73027666,610.8893781,608.8071732,529.137954,562.2985113
20039,KS,Decatur,3.137116673,3.137116673,610.8893781,608.8071732,529.137954,562.2985113
20041,KS,Dickinson,-15.17306781,3.677361572,610.8893781,608.8071732,529.137954,562.2985113
20043,KS,Doniphan,2.949928839,2.949928839,610.8893781,608.8071732,529.137954,562.2985113
20045,KS,Douglas,-2.072717804,10.10611589,610.8893781,608.8071732,529.137954,562.2985113
20047,KS,Edwards,0,4.24137931,610.8893781,608.8071732,529.137954,562.2985113
20049,KS,Elk,,121.9036241,610.8893781,608.8071732,529.137954,562.2985113
20051,KS,Ellis,3.316299979,3.59034852,610.8893781,608.8071732,529.137954,562.2985113
20053,KS,Ellsworth,2.32926636,2.32926636,610.8893781,608.8071732,529.137954,562.2985113
20055,KS,Finney,4.677808671,60.5059733,610.8893781,608.8071732,529.137954,562.2985113
20057,KS,Ford,33.07053902,27.02187815,610.8893781,608.8071732,529.137954,562.2985113
20059,KS,Franklin,-11.47590715,20.13984029,610.8893781,608.8071732,529.137954,562.2985113
20061,KS,Geary,13.25859735,21.2829919,610.8893781,608.8071732,529.137954,562.2985113
20063,KS,Gove,3.802281369,-30.79847909,610.8893781,608.8071732,529.137954,562.2985113
20065,KS,Graham,105.529595,-79.4470405,610.8893781,608.8071732,529.137954,562.2985113
20067,KS,Grant,28.39947951,-8.693703463,610.8893781,608.8071732,529.137954,562.2985113
20069,KS,Gray,1.789297659,1.789297659,610.8893781,608.8071732,529.137954,562.2985113
20071,KS,Greeley,-100,-100,610.8893781,608.8071732,529.137954,562.2985113
20073,KS,Greenwood,115.5577299,7.778864971,610.8893781,608.8071732,529.137954,562.2985113
20075,KS,Hamilton,,50.91289464,610.8893781,608.8071732,529.137954,562.2985113
20077,KS,Harper,-73.86443662,30.6778169,610.8893781,608.8071732,529.137954,562.2985113
20079,KS,Harvey,-11.30026904,8.858760725,610.8893781,608.8071732,529.137954,562.2985113
20081,KS,Haskell,,-16.13670134,610.8893781,608.8071732,529.137954,562.2985113
20083,KS,Hodgeman,-100,-46.61756683,610.8893781,608.8071732,529.137954,562.2985113
20085,KS,Jackson,61.99110039,-39.25333736,610.8893781,608.8071732,529.137954,562.2985113
20087,KS,Jefferson,-71.27704709,10.58336869,610.8893781,608.8071732,529.137954,562.2985113
20089,KS,Jewell,,-14.32132964,610.8893781,608.8071732,529.137954,562.2985113
20091,KS,Johnson,-5.920806616,-0.325028172,610.8893781,608.8071732,529.137954,562.2985113
20093,KS,Kearny,-32.22222222,52.5,610.8893781,608.8071732,529.137954,562.2985113
20095,KS,Kingman,6.40679795,-23.99514432,610.8893781,608.8071732,529.137954,562.2985113
20097,KS,Kiowa,,206.4696486,610.8893781,608.8071732,529.137954,562.2985113
20099,KS,Labette,84.03836695,18.31037875,610.8893781,608.8071732,529.137954,562.2985113
20101,KS,Lane,9,118,610.8893781,608.8071732,529.137954,562.2985113
20103,KS,Leavenworth,5.194681083,21.82545924,610.8893781,608.8071732,529.137954,562.2985113
20105,KS,Lincoln,0,-29.97508396,610.8893781,608.8071732,529.137954,562.2985113
20107,KS,Linn,-0.145439435,24.81820071,610.8893781,608.8071732,529.137954,562.2985113
20109,KS,Logan,,96.37268848,610.8893781,608.8071732,529.137954,562.2985113
20111,KS,Lyon,-17.95253937,-8.745508982,610.8893781,608.8071732,529.137954,562.2985113
20113,KS,McPherson,57.70287033,-1.764253691,610.8893781,608.8071732,529.137954,562.2985113
20115,KS,Marion,30.41715189,-16.53302279,610.8893781,608.8071732,529.137954,562.2985113
20117,KS,Marshall,1.826344251,-38.90419345,610.8893781,608.8071732,529.137954,562.2985113
20119,KS,Meade,6.304398965,41.73919862,610.8893781,608.8071732,529.137954,562.2985113
20121,KS,Miami,-11.72594188,9.239146922,610.8893781,608.8071732,529.137954,562.2985113
20123,KS,Mitchell,-18.74555448,30.58750173,610.8893781,608.8071732,529.137954,562.2985113
20125,KS,Montgomery,10.2232736,-21.49258448,610.8893781,608.8071732,529.137954,562.2985113
20127,KS,Morris,31.97444205,5.579553636,610.8893781,608.8071732,529.137954,562.2985113
20129,KS,Morton,127,-54.6,610.8893781,608.8071732,529.137954,562.2985113
20131,KS,Nemaha,-0.128712871,18.02970297,610.8893781,608.8071732,529.137954,562.2985113
20133,KS,Neosho,22.89201644,25.16779452,610.8893781,608.8071732,529.137954,562.2985113
20135,KS,Ness,5.446549391,-73.63836265,610.8893781,608.8071732,529.137954,562.2985113
20137,KS,Norton,2.724300763,23.26916092,610.8893781,608.8071732,529.137954,562.2985113
20139,KS,Osage,-17.20818291,3.48977136,610.8893781,608.8071732,529.137954,562.2985113
20141,KS,Osborne,,-69.82024598,610.8893781,608.8071732,529.137954,562.2985113
20143,KS,Ottawa,2.432843386,2.432843386,610.8893781,608.8071732,529.137954,562.2985113
20145,KS,Pawnee,3.500444972,-37.89973302,610.8893781,608.8071732,529.137954,562.2985113
20147,KS,Phillips,28.43037271,23.2931578,610.8893781,608.8071732,529.137954,562.2985113
20149,KS,Pottawatomie,65.98520277,-20.99742753,610.8893781,608.8071732,529.137954,562.2985113
20151,KS,Pratt,11.94688211,20.90263268,610.8893781,608.8071732,529.137954,562.2985113
20153,KS,Rawlins,0,33.65320539,610.8893781,608.8071732,529.137954,562.2985113
20155,KS,Reno,-5.373131698,4.886412971,610.8893781,608.8071732,529.137954,562.2985113
20157,KS,Republic,-47.4199097,5.160180606,610.8893781,608.8071732,529.137954,562.2985113
20159,KS,Rice,15.82602712,32.37260242,610.8893781,608.8071732,529.137954,562.2985113
20161,KS,Riley,-5.465566599,3.078361784,610.8893781,608.8071732,529.137954,562.2985113
20163,KS,Rooks,-49.23828125,1.5234375,610.8893781,608.8071732,529.137954,562.2985113
20165,KS,Rush,4.456733897,30.57091737,610.8893781,608.8071732,529.137954,562.2985113
20167,KS,Russell,-0.014306,-28.58164725,610.8893781,608.8071732,529.137954,562.2985113
20169,KS,Saline,-7.524522219,22.33990595,610.8893781,608.8071732,529.137954,562.2985113
20171,KS,Scott,-1.7561365,96.487727,610.8893781,608.8071732,529.137954,562.2985113
20173,KS,Sedgwick,7.507856538,4.550290745,610.8893781,608.8071732,529.137954,562.2985113
20175,KS,Seward,-21.70112363,8.150322992,610.8893781,608.8071732,529.137954,562.2985113
20177,KS,Shawnee,16.68178915,-0.548493697,610.8893781,608.8071732,529.137954,562.2985113
20179,KS,Sheridan,0.765511684,101.5310234,610.8893781,608.8071732,529.137954,562.2985113
20181,KS,Sherman,-12.71416557,13.1483039,610.8893781,608.8071732,529.137954,562.2985113
20183,KS,Smith,106.1446438,-17.54214247,610.8893781,608.8071732,529.137954,562.2985113
20185,KS,Stafford,,21.72222222,610.8893781,608.8071732,529.137954,562.2985113
20187,KS,Stanton,5.333333333,75.55555556,610.8893781,608.8071732,529.137954,562.2985113
20189,KS,Stevens,-0.318302387,-0.318302387,610.8893781,608.8071732,529.137954,562.2985113
20191,KS,Sumner,-5.376957224,39.78404047,610.8893781,608.8071732,529.137954,562.2985113
20193,KS,Thomas,-20.9476664,1.638714633,610.8893781,608.8071732,529.137954,562.2985113
20195,KS,Trego,-31.23762953,157.8588893,610.8893781,608.8071732,529.137954,562.2985113
20197,KS,Wabaunsee,53.06966618,-14.96129657,610.8893781,608.8071732,529.137954,562.2985113
20199,KS,Wallace,0,0,610.8893781,608.8071732,529.137954,562.2985113
20201,KS,Washington,,19.43760263,610.8893781,608.8071732,529.137954,562.2985113
20203,KS,Wichita,5.912717034,-47.04364148,610.8893781,608.8071732,529.137954,562.2985113
20205,KS,Wilson,-57.47382952,-11.4038115,610.8893781,608.8071732,529.137954,562.2985113
20207,KS,Woodson,107.9499218,55.96244132,610.8893781,608.8071732,529.137954,562.2985113
20209,KS,Wyandotte,5.625748138,4.625983388,610.8893781,608.8071732,529.137954,562.2985113
21001,KY,Adair,-14.28350276,-28.75511918,666.2345127,677.7319606,534.383583,573.6851358
21003,KY,Allen,13.58242076,46.03454098,666.2345127,677.7319606,534.383583,573.6851358
21005,KY,Anderson,45.78666908,-17.76136616,666.2345127,677.7319606,534.383583,573.6851358
21007,KY,Ballard,207.9309917,-48.67816805,666.2345127,677.7319606,534.383583,573.6851358
21009,KY,Barren,6.008063595,9.541665715,666.2345127,677.7319606,534.383583,573.6851358
21011,KY,Bath,14.55301117,-36.35943824,666.2345127,677.7319606,534.383583,573.6851358
21013,KY,Bell,1.168578994,-12.18005296,666.2345127,677.7319606,534.383583,573.6851358
21015,KY,Boone,7.402756207,-10.53035334,666.2345127,677.7319606,534.383583,573.6851358
21017,KY,Bourbon,-12.82282994,74.35434013,666.2345127,677.7319606,534.383583,573.6851358
21019,KY,Boyd,23.41983967,23.74721325,666.2345127,677.7319606,534.383583,573.6851358
21021,KY,Boyle,14.55465484,-30.71734475,666.2345127,677.7319606,534.383583,573.6851358
21023,KY,Bracken,1.856287425,1.856287425,666.2345127,677.7319606,534.383583,573.6851358
21025,KY,Breathitt,4.51891728,-30.32072181,666.2345127,677.7319606,534.383583,573.6851358
21027,KY,Breckinridge,26.93570212,-26.14650059,666.2345127,677.7319606,534.383583,573.6851358
21029,KY,Bullitt,-14.31335254,-12.96243693,666.2345127,677.7319606,534.383583,573.6851358
21031,KY,Butler,0.070860562,0.070860562,666.2345127,677.7319606,534.383583,573.6851358
21033,KY,Caldwell,80.56105872,-22.61668912,666.2345127,677.7319606,534.383583,573.6851358
21035,KY,Calloway,-15.02082689,-5.655775154,666.2345127,677.7319606,534.383583,573.6851358
21037,KY,Campbell,12.64502584,-9.077608804,666.2345127,677.7319606,534.383583,573.6851358
21039,KY,Carlisle,214.0157807,39.56256921,666.2345127,677.7319606,534.383583,573.6851358
21041,KY,Carroll,22.32972236,-26.06445352,666.2345127,677.7319606,534.383583,573.6851358
21043,KY,Carter,-3.948817209,29.03845769,666.2345127,677.7319606,534.383583,573.6851358
21045,KY,Casey,0.913647611,21.09637713,666.2345127,677.7319606,534.383583,573.6851358
21047,KY,Christian,2.414442044,17.4753894,666.2345127,677.7319606,534.383583,573.6851358
21049,KY,Clark,5.32623738,-1.256652456,666.2345127,677.7319606,534.383583,573.6851358
21051,KY,Clay,27.61742064,56.62137988,666.2345127,677.7319606,534.383583,573.6851358
21053,KY,Clinton,73.92123288,59.01369863,666.2345127,677.7319606,534.383583,573.6851358
21055,KY,Crittenden,-15.89363018,-32.71490414,666.2345127,677.7319606,534.383583,573.6851358
21057,KY,Cumberland,2.078384798,-48.9608076,666.2345127,677.7319606,534.383583,573.6851358
21059,KY,Daviess,-7.786146388,15.79728169,666.2345127,677.7319606,534.383583,573.6851358
21061,KY,Edmonson,51.80228704,-13.25583598,666.2345127,677.7319606,534.383583,573.6851358
21063,KY,Elliott,3.676568536,3.676568536,666.2345127,677.7319606,534.383583,573.6851358
21065,KY,Estill,16.69969626,16.69969626,666.2345127,677.7319606,534.383583,573.6851358
21067,KY,Fayette,2.188712709,4.994402491,666.2345127,677.7319606,534.383583,573.6851358
21069,KY,Fleming,-0.075830691,-0.075830691,666.2345127,677.7319606,534.383583,573.6851358
21071,KY,Floyd,7.527928805,15.20849515,666.2345127,677.7319606,534.383583,573.6851358
21073,KY,Franklin,0.567962421,0.697061218,666.2345127,677.7319606,534.383583,573.6851358
21075,KY,Fulton,-27.23840345,-9.048004315,666.2345127,677.7319606,534.383583,573.6851358
21077,KY,Gallatin,-34.24992362,31.50015277,666.2345127,677.7319606,534.383583,573.6851358
21079,KY,Garrard,-22.40487412,-3.006092654,666.2345127,677.7319606,534.383583,573.6851358
21081,KY,Grant,5.610145335,-31.66402361,666.2345127,677.7319606,534.383583,573.6851358
21083,KY,Graves,-4.192051141,1.130612684,666.2345127,677.7319606,534.383583,573.6851358
21085,KY,Grayson,21.25007357,-1.484315226,666.2345127,677.7319606,534.383583,573.6851358
21087,KY,Green,22.08344696,-23.69784565,666.2345127,677.7319606,534.383583,573.6851358
21089,KY,Greenup,47.90246543,2.888671602,666.2345127,677.7319606,534.383583,573.6851358
21091,KY,Hancock,-1.69394529,-34.46263019,666.2345127,677.7319606,534.383583,573.6851358
21093,KY,Hardin,-6.066802169,3.844874444,666.2345127,677.7319606,534.383583,573.6851358
21095,KY,Harlan,19.13408039,23.18625999,666.2345127,677.7319606,534.383583,573.6851358
21097,KY,Harrison,25.65902733,-7.850046625,666.2345127,677.7319606,534.383583,573.6851358
21099,KY,Hart,-17.71918461,-50.63151077,666.2345127,677.7319606,534.383583,573.6851358
21101,KY,Henderson,-8.407330063,7.885596801,666.2345127,677.7319606,534.383583,573.6851358
21103,KY,Henry,-3.046741942,13.1121344,666.2345127,677.7319606,534.383583,573.6851358
21105,KY,Hickman,-100,-100,666.2345127,677.7319606,534.383583,573.6851358
21107,KY,Hopkins,31.18123742,-10.32532598,666.2345127,677.7319606,534.383583,573.6851358
21109,KY,Jackson,0.112166305,-59.95513348,666.2345127,677.7319606,534.383583,573.6851358
21111,KY,Jefferson,-1.693843006,13.80740369,666.2345127,677.7319606,534.383583,573.6851358
21113,KY,Jessamine,9.164992186,3.966659225,666.2345127,677.7319606,534.383583,573.6851358
21115,KY,Johnson,14.4427583,-19.54588044,666.2345127,677.7319606,534.383583,573.6851358
21117,KY,Kenton,25.11190381,4.608291951,666.2345127,677.7319606,534.383583,573.6851358
21119,KY,Knott,57.55319149,215.106383,666.2345127,677.7319606,534.383583,573.6851358
21121,KY,Knox,-6.715032137,1.765419487,666.2345127,677.7319606,534.383583,573.6851358
21123,KY,Larue,-21.35759361,-39.33300078,666.2345127,677.7319606,534.383583,573.6851358
21125,KY,Laurel,-3.459822669,-7.485494894,666.2345127,677.7319606,534.383583,573.6851358
21127,KY,Lawrence,0.605831125,76.06020447,666.2345127,677.7319606,534.383583,573.6851358
21129,KY,Lee,16.853592,,666.2345127,677.7319606,534.383583,573.6851358
21131,KY,Leslie,61.46661558,,666.2345127,677.7319606,534.383583,573.6851358
21133,KY,Letcher,-19.61295002,71.49237329,666.2345127,677.7319606,534.383583,573.6851358
21135,KY,Lewis,155.8998145,-31.76004947,666.2345127,677.7319606,534.383583,573.6851358
21137,KY,Lincoln,12.89557034,52.40901996,666.2345127,677.7319606,534.383583,573.6851358
21139,KY,Livingston,3.125339121,3.125339121,666.2345127,677.7319606,534.383583,573.6851358
21141,KY,Logan,8.387174966,-4.946167986,666.2345127,677.7319606,534.383583,573.6851358
21143,KY,Lyon,-21.73388593,78.89397501,666.2345127,677.7319606,534.383583,573.6851358
21145,KY,McCracken,-5.796593905,0.745309296,666.2345127,677.7319606,534.383583,573.6851358
21147,KY,McCreary,-30.55349853,25.00370265,666.2345127,677.7319606,534.383583,573.6851358
21149,KY,McLean,18.66481125,-36.4295654,666.2345127,677.7319606,534.383583,573.6851358
21151,KY,Madison,6.10235106,29.55655498,666.2345127,677.7319606,534.383583,573.6851358
21153,KY,Magoffin,66.93072432,4.331702698,666.2345127,677.7319606,534.383583,573.6851358
