State,County,FOODINSEC_09_11,FOODINSEC_12_14,FOODINSEC_15_17,CH_FOODINSEC_11_14,CH_FOODINSEC_14_17,Model_answer,FOODINSEC_08_10,FOODINSEC_11_13,FOODINSEC_14_16,FOODINSEC_17_19
IN,Posey,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Pulaski,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Putnam,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Randolph,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Ripley,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Rush,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,St. Joseph,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Scott,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Shelby,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Spencer,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Starke,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Steuben,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Sullivan,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Switzerland,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Tippecanoe,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Tipton,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Union,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Vanderburgh,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Vermillion,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Vigo,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Wabash,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Warren,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Warrick,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Washington,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Wayne,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Wells,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,White,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IN,Whitley,13.2,11.7,11.2,-1.5,-0.5,decr,13,14.1,15.2,12.4
IA,Adair,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Adams,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Allamakee,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Appanoose,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Audubon,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Benton,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Black Hawk,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Boone,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Bremer,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Buchanan,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Buena Vista,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Butler,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Calhoun,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Carroll,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Cass,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Cedar,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Cerro Gordo,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Cherokee,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Chickasaw,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Clarke,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Clay,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Clayton,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Clinton,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Crawford,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Dallas,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Davis,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Decatur,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Delaware,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Des Moines,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Dickinson,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Dubuque,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Emmet,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Fayette,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Floyd,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Franklin,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Fremont,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Greene,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Grundy,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Guthrie,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Hamilton,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Hancock,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Hardin,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Harrison,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Henry,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Howard,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Humboldt,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Ida,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Iowa,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Jackson,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Jasper,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Jefferson,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Johnson,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Jones,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Keokuk,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Kossuth,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Lee,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Linn,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Louisa,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Lucas,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Lyon,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Madison,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Mahaska,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Marion,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Marshall,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Mills,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Mitchell,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Monona,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Monroe,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Montgomery,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Muscatine,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,O'Brien,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Osceola,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Page,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Palo Alto,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Plymouth,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Pocahontas,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Polk,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Pottawattamie,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Poweshiek,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Ringgold,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Sac,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Scott,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Shelby,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Sioux,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Story,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Tama,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Taylor,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Union,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Van Buren,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Wapello,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Warren,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Washington,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Wayne,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Webster,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Winnebago,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Winneshiek,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Woodbury,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Worth,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
IA,Wright,12,14.6,13.6,2.6,-1,decr,12.1,11.9,10.7,7.9
KS,Allen,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Anderson,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Atchison,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Barber,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Barton,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Bourbon,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Brown,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Butler,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Chase,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Chautauqua,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Cherokee,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Cheyenne,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Clark,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Clay,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Cloud,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Coffey,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Comanche,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Cowley,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Crawford,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Decatur,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Dickinson,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Doniphan,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Douglas,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Edwards,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Elk,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Ellis,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Ellsworth,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Finney,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Ford,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Franklin,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Geary,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Gove,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Graham,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Grant,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Gray,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Greeley,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Greenwood,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Hamilton,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Harper,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Harvey,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Haskell,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Hodgeman,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Jackson,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Jefferson,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Jewell,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Johnson,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Kearny,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Kingman,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Kiowa,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Labette,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Lane,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Leavenworth,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Lincoln,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Linn,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Logan,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Lyon,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,McPherson,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Marion,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Marshall,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Meade,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Miami,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Mitchell,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Montgomery,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Morris,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Morton,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Nemaha,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Neosho,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Ness,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Norton,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Osage,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Osborne,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Ottawa,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Pawnee,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Phillips,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Pottawatomie,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Pratt,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Rawlins,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Reno,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Republic,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Rice,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Riley,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Rooks,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Rush,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Russell,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Saline,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Scott,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Sedgwick,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Seward,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Shawnee,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Sheridan,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Sherman,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Smith,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Stafford,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Stanton,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Stevens,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Sumner,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Thomas,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Trego,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Wabaunsee,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Wallace,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Washington,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Wichita,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Wilson,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Woodson,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KS,Wyandotte,14.5,15.9,13.3,1.4,-2.6,decr,14.5,15.2,14.5,12.5
KY,Adair,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Allen,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Anderson,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Ballard,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Barren,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Bath,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Bell,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Boone,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Bourbon,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Boyd,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Boyle,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Bracken,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Breathitt,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Breckinridge,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Bullitt,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Butler,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Caldwell,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Calloway,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Campbell,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Carlisle,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Carroll,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Carter,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Casey,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Christian,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Clark,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Clay,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Clinton,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Crittenden,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Cumberland,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Daviess,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Edmonson,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Elliott,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Estill,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Fayette,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Fleming,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Floyd,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Franklin,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Fulton,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Gallatin,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Garrard,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Grant,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Graves,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Grayson,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Green,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Greenup,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Hancock,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Hardin,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Harlan,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Harrison,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Hart,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Henderson,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Henry,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Hickman,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Hopkins,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Jackson,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Jefferson,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Jessamine,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Johnson,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Kenton,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Knott,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Knox,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Larue,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Laurel,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Lawrence,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
KY,Lee,16.4,17.5,14.7,1.1,-2.8,decr,15.6,16.4,17.3,13.7
